time,ego_speed,lead_speed,distance
78.9,30.0,32.13,40.47
79.0,30.0,31.32,38.47
79.1,30.0,32.76,42.26
79.2,30.0,31.47,38.72
79.3,30.0,30.62,39.75
79.4,30.0,32.91,41.51
79.5,30.0,32.01,42.22
79.6,30.0,30.55,42.44
79.7,30.0,31.39,41.57
79.8,30.0,30.77,41.52
79.9,30.0,30.32,41.16
80.0,30.0,32.55,41.55
80.1,30.0,33.52,40.1
80.2,30.0,30.4,39.94
80.3,30.0,32.31,41.11
80.4,30.0,31.18,41.08
80.5,30.0,31.36,40.91
80.6,30.0,31.3,42.52
80.7,30.0,31.07,43.04
80.8,30.0,31.98,42.14
80.9,30.0,31.17,44.09
81.0,30.0,32.26,40.97
81.1,30.0,31.98,42.37
81.2,30.0,31.84,41.9
81.3,30.0,31.23,40.62
81.4,30.0,31.57,43.13
81.5,30.0,32.9,43.29
81.6,30.0,32.68,45.65
81.7,30.0,31.28,44.72
81.8,30.0,32.37,42.75
81.9,30.0,33.03,46.81
82.0,30.0,30.71,46.2
82.1,30.0,32.9,45.58
82.2,30.0,31.76,44.73
82.3,30.0,32.99,43.98
82.4,30.0,31.73,45.01
82.5,30.0,30.74,47.26
82.6,30.0,30.94,48.62
82.7,30.0,32.62,48.41
82.8,30.0,32.85,45.85
82.9,30.0,31.74,45.22
83.0,30.0,33.3,47.25
83.1,30.0,31.07,44.81
83.2,30.0,32.67,48.05
83.3,30.0,31.58,47.65
83.4,30.0,32.16,47.47
83.5,30.0,32.88,46.1
83.6,30.0,32.02,49.45
83.7,30.0,32.52,48.21
83.8,30.0,33.92,47.55
83.9,30.0,32.4,45.3
84.0,30.0,33.83,49.83
84.1,30.0,31.91,52.84
84.2,30.0,33.6,52.99
84.3,30.0,34.53,50.08
84.4,30.0,30.67,50.17
84.5,30.0,32.38,52.12
84.6,30.0,33.77,50.17
84.7,30.0,33.03,52.51
84.8,30.0,33.64,53.56
84.9,30.0,32.7,54.63
85.0,30.0,33.42,52.86
85.1,30.0,33.21,53.02
85.2,30.0,34.57,52.28
85.3,30.0,33.69,52.69
85.4,30.0,33.81,54.0
85.5,30.0,33.09,55.32
85.6,30.0,33.04,56.58
85.7,30.0,33.13,54.08
85.8,30.0,34.0,58.28
85.9,30.0,33.21,55.68
86.0,30.0,33.96,56.46
86.1,30.0,35.8,55.6
86.2,30.0,34.61,53.08
86.3,30.0,33.44,59.14
86.4,30.0,35.02,59.27
86.5,30.0,33.42,57.88
86.6,30.0,31.8,58.87
86.7,30.0,32.87,60.06
86.8,30.0,32.03,56.74
86.9,30.0,33.61,58.97
87.0,30.0,34.02,61.76
87.1,30.0,35.74,58.44
87.2,30.0,34.4,61.66
87.3,30.0,33.88,59.03
87.4,30.0,34.98,62.81
87.5,30.0,31.9,62.28
87.6,30.0,34.44,59.73
87.7,30.0,35.02,65.4
87.8,30.0,32.75,62.21
87.9,30.0,35.48,62.48
88.0,30.0,34.68,64.86
88.1,30.0,33.94,67.14
88.2,30.0,35.05,63.35
88.3,30.0,36.78,65.9
88.4,30.0,34.66,67.07
88.5,30.0,34.76,68.06
88.6,30.0,34.05,67.48
88.7,30.0,33.69,66.83
88.8,30.0,35.46,66.34
88.9,30.0,33.74,68.67
89.0,30.0,34.74,66.73
89.1,30.0,34.2,63.34
89.2,30.0,35.23,70.81
89.3,30.0,35.12,72.27
89.4,30.0,35.88,65.82
89.5,30.0,34.3,69.16
89.6,30.0,34.59,73.13
89.7,30.0,33.88,76.75
89.8,30.0,34.46,72.83
89.9,30.0,35.37,71.67
90.0,30.0,35.79,73.37
90.1,30.0,33.98,77.33
90.2,30.0,35.81,73.32
90.3,30.0,36.27,73.46
90.4,30.0,35.23,74.64
90.5,30.0,36.71,74.04
90.6,30.0,33.89,76.98
90.7,30.0,33.36,80.93
90.8,30.0,32.75,78.38
90.9,30.0,36.1,77.5
91.0,30.0,35.18,77.86
91.1,30.0,34.39,75.3
91.2,30.0,34.69,81.54
91.3,30.0,33.19,79.69
91.4,30.0,36.82,79.89
91.5,30.0,34.38,88.49
91.6,30.0,34.31,81.9
91.7,30.0,34.89,79.75
91.8,30.0,34.59,80.96
91.9,30.0,34.28,85.26
92.0,30.0,33.19,83.1
92.1,30.0,34.43,79.63
92.2,30.0,35.81,85.93
92.3,30.0,35.22,82.33
92.4,30.0,35.42,89.13
92.5,30.0,33.23,87.52
92.6,30.0,32.7,84.01
92.7,30.0,33.52,88.81
92.8,30.0,33.66,86.05
92.9,30.0,34.65,88.45
93.0,30.0,31.8,87.86
93.1,30.0,34.98,84.74
93.2,30.0,33.24,85.6
93.3,30.0,32.92,90.34
93.4,30.0,32.29,87.09
93.5,30.0,31.6,87.23
93.6,30.0,34.02,86.08
93.7,30.0,33.22,90.07
93.8,30.0,31.82,94.78
93.9,30.0,31.77,86.7
94.0,30.0,32.67,89.94
94.1,30.0,34.6,93.99
94.2,30.0,32.64,90.25
94.3,30.0,31.37,91.99
94.4,30.0,32.56,88.14
94.5,30.0,32.48,92.49
94.6,30.0,30.05,91.09
94.7,30.0,32.6,94.59
94.8,30.0,32.37,95.41
94.9,30.0,33.23,99.57
95.0,30.0,34.3,94.26
95.1,30.0,33.55,93.81
95.2,30.0,32.14,93.68
95.3,30.0,31.28,92.39
95.4,30.0,34.79,94.57
95.5,30.0,32.31,93.02
95.6,30.0,32.21,94.55
95.7,30.0,32.13,98.02
95.8,30.0,32.29,91.66
95.9,30.0,31.91,97.96
96.0,30.0,31.45,98.67
96.1,30.0,31.43,94.78
96.2,30.0,31.87,89.25
96.3,30.0,31.33,93.77
96.4,30.0,31.12,99.41
96.5,30.0,31.85,95.8
96.6,30.0,31.46,93.17
96.7,30.0,33.08,94.76
96.8,30.0,29.09,98.81
96.9,30.0,32.58,98.12
97.0,30.0,32.68,96.01
97.1,30.0,29.49,95.78
97.2,30.0,31.08,95.85
97.3,30.0,31.0,94.44
97.4,30.0,29.98,101.98
97.5,30.0,30.52,96.46
97.6,30.0,30.16,101.08
97.7,30.0,32.79,102.1
97.8,30.0,31.97,100.69
97.9,30.0,32.23,96.6
98.0,30.0,31.67,99.16
98.1,30.0,29.9,98.0
98.2,30.0,30.41,95.51
98.3,30.0,31.3,99.22
98.4,30.0,29.67,94.86
98.5,30.0,31.41,101.93
98.6,30.0,30.48,97.13
98.7,30.0,30.31,99.16
98.8,30.0,31.25,99.47
98.9,30.0,30.96,97.92
99.0,30.0,30.17,100.49
99.1,30.0,31.51,97.39
99.2,30.0,29.41,101.42
99.3,30.0,30.91,94.89
99.4,30.0,30.84,99.3
99.5,30.0,29.97,104.71
99.6,30.0,30.5,96.0
99.7,30.0,29.02,96.98
99.8,30.0,30.93,100.54
99.9,30.0,29.88,99.55
100.0,30.0,29.53,100.06
100.1,30.0,30.89,100.47
100.2,29.95,29.27,100.91
100.3,29.9,28.59,102.31
100.4,29.85,28.41,100.23
100.5,29.8,30.29,98.28
100.6,29.75,28.56,101.0
100.7,29.7,31.21,104.63
100.8,29.65,27.75,98.6
100.9,29.6,31.05,96.09
101.0,29.55,29.69,102.27
101.1,29.5,29.36,98.61
101.2,29.45,28.92,92.52
101.3,29.4,29.7,101.48
101.4,29.35,29.27,97.37
101.5,29.3,30.22,98.68
101.6,29.25,29.3,99.94
101.7,29.2,29.28,99.51
101.8,29.15,28.78,101.05
101.9,29.1,29.0,97.64
102.0,29.05,29.27,100.45
102.1,29.0,27.46,98.15
102.2,28.95,27.73,101.11
102.3,28.9,29.49,100.74
102.4,28.85,28.95,96.13
102.5,28.8,28.59,102.12
102.6,28.75,28.72,97.31
102.7,28.7,28.95,101.29
102.8,28.65,28.14,99.98
102.9,28.6,27.88,104.33
103.0,28.55,28.67,98.22
103.1,28.5,27.61,97.83
103.2,28.45,28.75,98.81
103.3,28.4,26.9,97.96
103.4,28.35,29.17,101.23
103.5,28.3,28.65,94.06
103.6,28.25,28.42,95.73
103.7,28.2,28.98,95.67
103.8,28.15,29.5,101.66
103.9,28.1,28.9,103.9
104.0,28.05,26.45,98.52
104.1,28.0,26.88,98.32
104.2,27.95,27.38,99.03
104.3,27.9,27.87,102.25
104.4,27.85,28.23,96.06
104.5,27.8,27.15,99.51
104.6,27.75,27.86,101.69
104.7,27.7,27.02,100.28
104.8,27.65,27.09,99.35
104.9,27.6,26.39,101.75
105.0,27.55,26.74,90.77
105.1,27.5,26.34,100.78
105.2,27.45,26.6,96.83
105.3,27.4,28.21,93.34
105.4,27.35,26.52,100.27
105.5,27.3,29.4,102.82
105.6,27.25,27.6,98.34
105.7,27.2,27.3,101.56
105.8,27.15,26.4,103.52
105.9,27.1,27.62,102.62
106.0,27.05,26.53,103.59
106.1,27.0,27.05,100.92
106.2,26.95,28.97,98.94
106.3,26.9,26.77,93.97
106.4,26.85,27.72,97.98
106.5,26.8,26.19,96.2
106.6,26.75,26.67,105.13
106.7,26.7,28.07,98.17
106.8,26.65,26.1,99.05
106.9,26.6,27.99,100.31
107.0,26.55,27.06,98.81
107.1,26.5,26.0,103.69
107.2,26.45,26.9,96.83
107.3,26.4,27.12,99.24
107.4,26.35,26.79,96.46
107.5,26.3,25.01,94.74
107.6,26.25,25.63,96.84
107.7,26.2,25.96,98.53
107.8,26.15,26.04,97.37
107.9,26.1,26.54,96.58
108.0,26.05,26.14,94.47
108.1,26.0,24.91,98.37
108.2,25.95,26.2,94.17
108.3,25.9,26.32,100.86
108.4,25.85,26.23,98.85
108.5,25.8,26.58,94.29
108.6,25.75,26.34,97.69
108.7,25.7,26.0,96.37
108.8,25.65,25.55,99.53
108.9,25.6,24.28,102.54
109.0,25.55,25.83,93.03
109.1,25.5,25.61,98.91
109.2,25.45,25.61,98.1
109.3,25.4,24.38,100.55
109.4,25.35,24.48,99.19
109.5,25.3,26.05,96.33
109.6,25.25,25.17,97.61
109.7,25.2,25.66,96.19
109.8,25.15,25.12,101.72
109.9,25.1,25.07,98.59
110.0,25.05,25.7,104.15
110.1,25.0,24.56,98.34
110.2,24.95,24.97,96.43
110.3,24.9,24.51,94.04
110.4,24.85,24.48,93.18
110.5,24.8,24.52,93.82
110.6,24.75,24.86,99.29
110.7,24.7,24.3,99.99
110.8,24.65,25.53,93.82
110.9,24.6,23.89,101.12
111.0,24.55,24.36,97.05
111.1,24.5,24.13,98.9
111.2,24.45,25.46,103.23
111.3,24.4,24.49,101.11
111.4,24.35,25.05,97.67
111.5,24.3,23.17,95.82
111.6,24.25,24.39,92.09
111.7,24.2,24.79,96.32
111.8,24.15,24.16,97.82
111.9,24.1,24.82,95.51
112.0,24.05,23.63,98.04
112.1,24.0,24.96,98.65
112.2,23.95,25.55,97.76
112.3,23.9,23.59,96.49
112.4,23.85,23.48,98.91
112.5,23.8,24.79,99.7
112.6,23.75,24.82,95.18
112.7,23.7,23.28,102.55
112.8,23.65,23.3,98.1
112.9,23.6,23.35,98.44
113.0,23.55,22.55,100.47
113.1,23.5,22.8,99.06
113.2,23.45,22.7,101.18
113.3,23.4,22.81,99.21
113.4,23.35,23.28,96.55
113.5,23.3,23.41,99.42
113.6,23.25,24.28,94.98
113.7,23.2,22.46,98.66
113.8,23.15,23.78,98.24
113.9,23.1,22.9,97.72
114.0,23.05,22.97,97.95
114.1,23.0,23.41,92.77
114.2,22.95,22.13,96.7
114.3,22.9,23.11,98.58
114.4,22.85,22.91,98.78
114.5,22.8,23.09,95.27
114.6,22.75,22.9,102.03
114.7,22.7,24.32,95.74
114.8,22.65,22.17,101.15
114.9,22.6,22.19,99.54
115.0,22.55,22.08,96.37
115.1,22.5,22.08,103.5
115.2,22.45,21.97,94.75
115.3,22.4,23.15,100.97
115.4,22.35,23.25,101.21
115.5,22.3,21.87,96.27
115.6,22.25,21.65,102.35
115.7,22.2,22.46,97.5
115.8,22.15,21.73,99.09
115.9,22.1,22.47,99.0
116.0,22.05,22.13,97.83
116.1,22.0,20.95,100.61
116.2,21.95,22.92,100.56
116.3,21.9,23.03,93.06
116.4,21.85,21.4,102.05
116.5,21.8,21.5,93.3
116.6,21.75,21.89,101.24
116.7,21.7,21.87,101.51
116.8,21.65,22.03,94.98
116.9,21.6,22.85,96.97
117.0,21.55,21.39,94.92
117.1,21.5,20.94,97.54
117.2,21.45,20.51,97.26
117.3,21.4,20.88,100.46
117.4,21.35,21.28,102.02
117.5,21.3,22.39,102.26
117.6,21.25,20.87,96.49
117.7,21.2,21.29,97.52
117.8,21.15,21.09,93.18
117.9,21.1,21.8,95.76
118.0,21.05,22.59,100.97
118.1,21.0,20.62,102.88
118.2,20.95,20.59,94.49
118.3,20.9,21.5,96.37
118.4,20.85,21.23,98.03
118.5,20.8,21.9,98.92
118.6,20.75,21.06,95.72
118.7,20.7,20.43,99.34
118.8,20.65,20.97,96.7
118.9,20.6,21.23,98.04
119.0,20.55,21.0,99.69
119.1,20.5,20.76,98.09
119.2,20.45,21.05,96.79
119.3,20.4,21.06,97.74
119.4,20.35,21.14,97.8
119.5,20.3,20.64,96.96
119.6,20.25,20.1,97.29
119.7,20.2,20.24,102.74
119.8,20.15,20.83,99.69
119.9,20.1,19.56,97.16
120.0,20.0,5.06,25.52
120.1,19.5,4.45,23.26
120.2,19.0,4.0,22.77
120.3,18.5,3.63,20.73
120.4,18.0,3.02,18.94
120.5,17.5,2.5,17.74
120.6,17.0,1.92,15.25
120.7,16.5,1.53,14.01
120.8,16.0,1.02,12.53
120.9,15.5,0.53,11.55
121.0,15.0,0.0,10.52
121.1,14.5,0.0,9.07
121.2,14.0,0.0,7.13
121.3,13.5,0.0,5.58
121.4,13.0,0.0,3.97
121.5,12.5,0.5,2.95
121.6,12.0,1.02,1.95
121.7,11.5,2.01,1.96
121.8,11.0,2.96,2.49
121.9,10.5,4.02,3.15
122.0,10.0,5.16,3.76
122.1,10.0,5.82,5.11
122.2,10.5,7.03,5.81
122.3,11.0,7.83,7.25
122.4,11.5,9.32,9.03
122.5,12.0,9.54,9.72
122.6,12.5,10.82,10.63
122.7,13.0,12.14,12.89
122.8,13.5,13.09,14.98
122.9,14.0,12.97,16.94
123.0,14.5,13.28,16.85
123.1,15.0,14.79,19.28
123.2,15.5,13.87,20.21
123.3,16.0,14.01,21.93
123.4,16.5,15.7,25.36
123.5,17.0,15.76,23.87
123.6,17.5,15.99,26.7
123.7,18.0,17.36,28.39
123.8,18.5,17.63,30.46
123.9,19.0,17.7,31.09
124.0,19.5,17.79,32.8
124.1,20.0,19.5,33.6
124.2,20.5,19.88,35.79
124.3,21.0,19.94,36.62
124.4,21.5,21.64,39.22
124.5,22.0,20.33,39.56
124.6,22.5,20.52,41.97
124.7,23.0,21.54,42.96
124.8,23.5,22.47,46.0
124.9,24.0,23.17,45.93
125.0,24.5,23.33,44.97
125.1,25.0,24.25,50.86
125.2,25.5,23.58,49.13
125.3,26.0,26.08,50.98
125.4,26.5,25.44,52.54
125.5,27.0,26.87,57.27
125.6,27.5,26.77,52.88
125.7,28.0,27.37,63.46
125.8,28.5,27.97,61.39
125.9,29.0,28.38,61.41
126.0,29.5,29.05,62.4
126.1,30.0,30.16,64.55
126.2,30.0,29.67,66.52
126.3,30.0,30.64,68.3
126.4,30.0,29.92,69.64
126.5,30.0,31.3,70.19
126.6,30.0,29.39,71.57
126.7,30.0,31.62,73.66
126.8,30.0,29.96,75.56
126.9,30.0,28.71,80.65
127.0,30.0,30.12,81.42
127.1,30.0,29.39,74.77
127.2,30.0,30.76,85.65
127.3,30.0,29.41,86.5
127.4,30.0,29.6,87.95
127.5,30.0,28.3,88.95
127.6,30.0,29.59,95.1
127.7,30.0,27.82,96.67
127.8,30.0,28.57,93.77
127.9,30.0,30.68,99.2
128.0,30.0,30.71,97.09
128.1,30.0,30.38,97.78
128.2,30.0,29.13,102.04
128.3,30.0,29.96,108.74
128.4,30.0,30.0,111.09
128.5,30.0,28.96,111.69
128.6,30.0,31.35,114.44
128.7,30.0,30.79,115.77
128.8,30.0,29.8,113.77
128.9,30.0,30.02,119.53
129.0,30.0,30.19,122.88
129.1,30.0,28.16,124.76
129.2,30.0,29.78,128.42
129.3,30.0,29.39,128.68
129.4,30.0,29.1,129.35
129.5,30.0,29.75,134.17
129.6,30.0,31.62,131.89
129.7,30.0,30.58,130.45
129.8,30.0,29.49,135.33
129.9,30.0,30.52,134.92
130.0,30.0,,
130.1,30.0,,
130.2,30.0,,
130.3,30.0,,
130.4,8.6,,
130.5,8.75,,
130.6,8.9,,
130.7,9.05,,
130.8,9.2,,
130.9,9.35,,
131.0,9.5,,
131.1,9.65,,
131.2,9.8,,
131.3,9.95,,
131.4,10.1,,
131.5,10.25,,
131.6,10.4,,
131.7,10.55,,
131.8,10.7,,
131.9,10.85,,
132.0,11.0,,
132.1,11.15,,
132.2,11.3,,
132.3,11.45,,
132.4,11.6,,
132.5,11.75,,
132.6,11.9,,
132.7,12.05,,
132.8,12.2,,
132.9,12.35,,
133.0,12.5,,
133.1,12.65,,
133.2,12.8,,
133.3,12.95,,
133.4,13.1,,
133.5,13.25,,
133.6,13.4,,
133.7,13.55,,
133.8,13.7,,
133.9,13.85,,
134.0,14.0,,
134.1,14.15,,
134.2,14.3,,
134.3,14.45,,
134.4,14.6,,
134.5,14.75,,
134.6,14.9,,
134.7,15.05,,
134.8,15.2,,
134.9,15.35,,
135.0,15.5,,
135.1,15.65,,
135.2,15.8,,
135.3,15.95,,
135.4,16.1,,
135.5,16.25,,
135.6,16.4,,
135.7,16.55,,
135.8,16.7,,
135.9,16.85,,
136.0,17.0,,
136.1,17.15,,
136.2,17.3,,
136.3,17.45,,
136.4,17.6,,
136.5,17.75,,
136.6,17.9,,
136.7,18.05,,
136.8,18.2,,
136.9,18.35,,
137.0,18.5,,
137.1,18.65,,
137.2,18.8,,
137.3,18.95,,
137.4,19.1,,
137.5,19.25,,
137.6,19.4,,
137.7,19.55,,
137.8,19.7,,
137.9,19.85,,
138.0,20.0,,
138.1,20.15,,
138.2,20.3,,
138.3,20.45,,
138.4,20.6,,
138.5,20.75,,
138.6,20.9,,
138.7,21.05,,
138.8,21.2,,
138.9,21.35,,
139.0,21.5,,
139.1,21.65,,
139.2,21.8,,
139.3,21.95,,
139.4,22.1,,
139.5,22.25,,
139.6,22.4,,
139.7,22.55,,
139.8,22.7,,
139.9,22.85,,
140.0,23.0,,
140.1,23.15,,
140.2,23.3,,
140.3,23.45,,
140.4,23.6,,
140.5,23.75,,
140.6,23.9,,
140.7,24.05,,
140.8,24.2,,
140.9,24.35,,
141.0,24.5,,
141.1,24.65,,
141.2,24.8,,
141.3,24.95,,
141.4,25.1,,
141.5,25.25,,
141.6,25.4,,
141.7,25.55,,
141.8,25.7,,
141.9,25.85,,
142.0,26.0,,
142.1,26.15,,
142.2,26.3,,
142.3,26.45,,
142.4,26.6,,
142.5,26.75,,
142.6,26.9,,
142.7,27.05,,
142.8,27.2,,
142.9,27.35,,
143.0,27.5,,
143.1,27.65,,
143.2,27.8,,
143.3,27.95,,
143.4,28.1,,
143.5,28.25,,
143.6,28.4,,
143.7,28.55,,
143.8,28.7,,
143.9,28.85,,
144.0,29.0,,
144.1,29.15,,
144.2,29.3,,
144.3,29.45,,
144.4,29.6,,
144.5,29.75,,
144.6,29.9,,
144.7,30.0,,
144.8,30.0,,
144.9,30.0,,
145.0,30.0,,
145.1,30.0,,
145.2,30.0,,
145.3,30.0,,
145.4,30.0,,
145.5,30.0,,
145.6,30.0,,
145.7,30.0,,
145.8,30.0,,
145.9,30.0,,
146.0,30.0,,
146.1,30.0,,
146.2,30.0,,
146.3,30.0,,
146.4,30.0,,
146.5,30.0,,
146.6,30.0,,
146.7,30.0,,
146.8,30.0,,
146.9,30.0,,
147.0,30.0,,
147.1,30.0,,
147.2,30.0,,
147.3,30.0,,
147.4,30.0,,
147.5,30.0,,
147.6,30.0,,
147.7,30.0,,
147.8,30.0,,
147.9,30.0,,
148.0,30.0,,
148.1,30.0,,
148.2,30.0,,
148.3,30.0,,
148.4,30.0,,
148.5,30.0,,
148.6,30.0,,
148.7,30.0,,
148.8,30.0,,
148.9,30.0,,
149.0,30.0,,
149.1,30.0,,
149.2,30.0,,
149.3,30.0,,
149.4,30.0,,
149.5,30.0,,
149.6,30.0,,
149.7,30.0,,
149.8,30.0,,
149.9,30.0,,
150.0,30.0,,
