product_id,code,standard_label,category_lv1,category_lv2,station_scope,keywords_examples
P3_RF,P3_RF-EL-001,Open circuit: ANT1 / VDD_RF,ELECTRICAL,OPEN,ICT;FCT;BST,"open, 开路, ANT1, VDD_RF"
P3_RF,P3_RF-EL-002,Open circuit: R44 / SPI_MISO,ELECTRICAL,OPEN,ICT;FCT;BST,"open, 开路, R44, SPI_MISO"
P3_RF,P3_RF-EL-003,Open circuit: ANT1 / ANT_FEED,ELECTRICAL,OPEN,ICT;FCT;BST,"open, 开路, ANT1, ANT_FEED"
P3_RF,P3_RF-EL-004,Open circuit: SH1 / VDD_RF,ELECTRICAL,OPEN,ICT;FCT;BST,"open, 开路, SH1, VDD_RF"
P3_RF,P3_RF-EL-005,Open circuit: ANT1 / RF_OUT,ELECTRICAL,OPEN,ICT;FCT;BST,"open, 开路, ANT1, RF_OUT"
P3_RF,P3_RF-EL-006,Open circuit: L2 / ANT_FEED,ELECTRICAL,OPEN,ICT;FCT;BST,"open, 开路, L2, ANT_FEED"
P3_RF,P3_RF-EL-007,Short circuit: TP2 / SPI_MISO,ELECTRICAL,SHORT,ICT;FCT;BST,"short, 短路, TP2, SPI_MISO, bridge"
P3_RF,P3_RF-EL-008,Short circuit: C33 / VDD_RF,ELECTRICAL,SHORT,ICT;FCT;BST,"short, 短路, C33, VDD_RF, bridge"
P3_RF,P3_RF-EL-009,Short circuit: TP2 / RF_IN,ELECTRICAL,SHORT,ICT;FCT;BST,"short, 短路, TP2, RF_IN, bridge"
P3_RF,P3_RF-EL-010,Short circuit: ANT1 / RF_IN,ELECTRICAL,SHORT,ICT;FCT;BST,"short, 短路, ANT1, RF_IN, bridge"
P3_RF,P3_RF-EL-011,Short circuit: C33 / RF_OUT,ELECTRICAL,SHORT,ICT;FCT;BST,"short, 短路, C33, RF_OUT, bridge"
P3_RF,P3_RF-EL-012,Short circuit: J1 / RF_OUT,ELECTRICAL,SHORT,ICT;FCT;BST,"short, 短路, J1, RF_OUT, bridge"
P3_RF,P3_RF-SD-013,Cold solder suspected: ANT1,SOLDER,COLD_SOLDER,ICT;FCT,"cold solder, 虚焊, 浮高, ANT1"
P3_RF,P3_RF-SD-014,Cold solder suspected: R44,SOLDER,COLD_SOLDER,ICT;FCT,"cold solder, 虚焊, 浮高, R44"
P3_RF,P3_RF-SD-015,Cold solder suspected: SH1,SOLDER,COLD_SOLDER,ICT;FCT,"cold solder, 虚焊, 浮高, SH1"
P3_RF,P3_RF-SD-016,Cold solder suspected: TP2,SOLDER,COLD_SOLDER,ICT;FCT,"cold solder, 虚焊, 浮高, TP2"
P3_RF,P3_RF-SD-017,Cold solder suspected: R44,SOLDER,COLD_SOLDER,ICT;FCT,"cold solder, 虚焊, 浮高, R44"
P3_RF,P3_RF-SD-018,Cold solder suspected: ANT1,SOLDER,COLD_SOLDER,ICT;FCT,"cold solder, 虚焊, 浮高, ANT1"
P3_RF,P3_RF-TS-019,Fixture contact unstable (pogo pin / clamp),TEST_SYSTEM,FIXTURE_CONTACT,ICT;FCT;RF_CAL;BST,"fixture, pogo, 接触不良, 探针, reseat"
P3_RF,P3_RF-TS-020,Fixture contact unstable (pogo pin / clamp),TEST_SYSTEM,FIXTURE_CONTACT,ICT;FCT;RF_CAL;BST,"fixture, pogo, 接触不良, 探针, reseat"
P3_RF,P3_RF-TS-021,Fixture contact unstable (pogo pin / clamp),TEST_SYSTEM,FIXTURE_CONTACT,ICT;FCT;RF_CAL;BST,"fixture, pogo, 接触不良, 探针, reseat"
P3_RF,P3_RF-TS-022,Fixture contact unstable (pogo pin / clamp),TEST_SYSTEM,FIXTURE_CONTACT,ICT;FCT;RF_CAL;BST,"fixture, pogo, 接触不良, 探针, reseat"
P3_RF,P3_RF-TS-023,Fixture contact unstable (pogo pin / clamp),TEST_SYSTEM,FIXTURE_CONTACT,ICT;FCT;RF_CAL;BST,"fixture, pogo, 接触不良, 探针, reseat"
P3_RF,P3_RF-TS-024,Fixture contact unstable (pogo pin / clamp),TEST_SYSTEM,FIXTURE_CONTACT,ICT;FCT;RF_CAL;BST,"fixture, pogo, 接触不良, 探针, reseat"
P3_RF,P3_RF-SW-025,Programming failed (flash write),FW_SW,FLASH_FAIL,RF_CAL;FLASH;FCT,"flash fail, 烧录失败, write fail, program fail"
P3_RF,P3_RF-SW-026,Programming failed (flash write),FW_SW,FLASH_FAIL,RF_CAL;FLASH;FCT,"flash fail, 烧录失败, write fail, program fail"
P3_RF,P3_RF-SW-027,Programming failed (flash write),FW_SW,FLASH_FAIL,RF_CAL;FLASH;FCT,"flash fail, 烧录失败, write fail, program fail"
P3_RF,P3_RF-SW-028,Programming failed (flash write),FW_SW,FLASH_FAIL,RF_CAL;FLASH;FCT,"flash fail, 烧录失败, write fail, program fail"
P3_RF,P3_RF-SW-029,Programming failed (flash write),FW_SW,FLASH_FAIL,RF_CAL;FLASH;FCT,"flash fail, 烧录失败, write fail, program fail"
P3_RF,P3_RF-SW-030,Programming failed (flash write),FW_SW,FLASH_FAIL,RF_CAL;FLASH;FCT,"flash fail, 烧录失败, write fail, program fail"
P3_RF,P3_RF-SW-031,Calibration data R/W failed (RF),FW_SW,CAL_DATA_FAIL,RF_CAL;FCT,"cal data, RF cal, 校准数据, nv write"
P3_RF,P3_RF-SW-032,Calibration data R/W failed (RF),FW_SW,CAL_DATA_FAIL,RF_CAL;FCT,"cal data, RF cal, 校准数据, nv write"
P3_RF,P3_RF-SW-033,Calibration data R/W failed (RF),FW_SW,CAL_DATA_FAIL,RF_CAL;FCT,"cal data, RF cal, 校准数据, nv write"
P3_RF,P3_RF-SW-034,Calibration data R/W failed (RF),FW_SW,CAL_DATA_FAIL,RF_CAL;FCT,"cal data, RF cal, 校准数据, nv write"
P3_RF,P3_RF-SW-035,Calibration data R/W failed (RF),FW_SW,CAL_DATA_FAIL,RF_CAL;FCT,"cal data, RF cal, 校准数据, nv write"
P3_RF,P3_RF-SW-036,Calibration data R/W failed (RF),FW_SW,CAL_DATA_FAIL,RF_CAL;FCT,"cal data, RF cal, 校准数据, nv write"
P3_RF,P3_RF-HD-037,RF connector wear / insertion loss,HANDLING,CONNECTOR_WEAR,RF_CAL;FCT,"connector wear, SMA, 插拔, insertion loss"
P3_RF,P3_RF-HD-038,RF connector wear / insertion loss,HANDLING,CONNECTOR_WEAR,RF_CAL;FCT,"connector wear, SMA, 插拔, insertion loss"
P3_RF,P3_RF-HD-039,RF connector wear / insertion loss,HANDLING,CONNECTOR_WEAR,RF_CAL;FCT,"connector wear, SMA, 插拔, insertion loss"
P3_RF,P3_RF-HD-040,RF connector wear / insertion loss,HANDLING,CONNECTOR_WEAR,RF_CAL;FCT,"connector wear, SMA, 插拔, insertion loss"
P3_RF,P3_RF-HD-041,RF connector wear / insertion loss,HANDLING,CONNECTOR_WEAR,RF_CAL;FCT,"connector wear, SMA, 插拔, insertion loss"
P3_RF,P3_RF-HD-042,RF connector wear / insertion loss,HANDLING,CONNECTOR_WEAR,RF_CAL;FCT,"connector wear, SMA, 插拔, insertion loss"
P3_RF,P3_RF-PR-043,Contamination/residue affecting performance,PROCESS,CONTAMINATION,RF_CAL;FCT,"contamination, residue, 助焊剂, 清洗"
P3_RF,P3_RF-PR-044,Contamination/residue affecting performance,PROCESS,CONTAMINATION,RF_CAL;FCT,"contamination, residue, 助焊剂, 清洗"
P3_RF,P3_RF-PR-045,Contamination/residue affecting performance,PROCESS,CONTAMINATION,RF_CAL;FCT,"contamination, residue, 助焊剂, 清洗"
P3_RF,P3_RF-PR-046,Contamination/residue affecting performance,PROCESS,CONTAMINATION,RF_CAL;FCT,"contamination, residue, 助焊剂, 清洗"
P3_RF,P3_RF-PR-047,Contamination/residue affecting performance,PROCESS,CONTAMINATION,RF_CAL;FCT,"contamination, residue, 助焊剂, 清洗"
P3_RF,P3_RF-PR-048,Contamination/residue affecting performance,PROCESS,CONTAMINATION,RF_CAL;FCT,"contamination, residue, 助焊剂, 清洗"
P3_RF,P3_RF-CP-049,Missing component: U9,COMPONENT,MISSING,RF_CAL;ICT;HIPOT,"missing, 少件, U9"
P3_RF,P3_RF-CP-050,Missing component: R44,COMPONENT,MISSING,FLASH;RF_CAL;FUNC,"missing, 少件, R44"
P3_RF,P3_RF-CP-051,Missing component: ANT1,COMPONENT,MISSING,ICT;FLASH;BURNIN,"missing, 少件, ANT1"
P3_RF,P3_RF-CP-052,Missing component: R44,COMPONENT,MISSING,BST;FCT;FUNC,"missing, 少件, R44"
P3_RF,P3_RF-CP-053,Missing component: J1,COMPONENT,MISSING,BST;ICT;FLASH,"missing, 少件, J1"
P3_RF,P3_RF-CP-054,Missing component: ANT1,COMPONENT,MISSING,RF_CAL;ICT;BURNIN,"missing, 少件, ANT1"
P3_RF,P3_RF-CP-055,Component reversed/polarity wrong: U7,COMPONENT,REVERSED,FCT;RF_CAL;ICT,"reversed, polarity, 反向, U7"
P3_RF,P3_RF-CP-056,Component reversed/polarity wrong: L2,COMPONENT,REVERSED,FCT;HIPOT;FUNC,"reversed, polarity, 反向, L2"
P3_RF,P3_RF-CP-057,Component reversed/polarity wrong: J1,COMPONENT,REVERSED,FLASH;HIPOT;ICT,"reversed, polarity, 反向, J1"
P3_RF,P3_RF-CP-058,Component reversed/polarity wrong: L2,COMPONENT,REVERSED,FLASH;FUNC;RF_CAL,"reversed, polarity, 反向, L2"
P3_RF,P3_RF-CP-059,Component reversed/polarity wrong: U7,COMPONENT,REVERSED,FCT;ICT;BST,"reversed, polarity, 反向, U7"
P3_RF,P3_RF-CP-060,Component reversed/polarity wrong: U9,COMPONENT,REVERSED,BST;RF_CAL;BURNIN,"reversed, polarity, 反向, U9"
P3_RF,P3_RF-PR-061,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,BST;FCT;BURNIN,"pressure mark, 压伤, pad damage, fixture"
P3_RF,P3_RF-PR-062,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,HIPOT;RF_CAL;FLASH,"pressure mark, 压伤, pad damage, fixture"
P3_RF,P3_RF-PR-063,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,BURNIN;FUNC;RF_CAL,"pressure mark, 压伤, pad damage, fixture"
P3_RF,P3_RF-PR-064,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,FCT;HIPOT;BST,"pressure mark, 压伤, pad damage, fixture"
P3_RF,P3_RF-PR-065,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,FUNC;FCT;BURNIN,"pressure mark, 压伤, pad damage, fixture"
P3_RF,P3_RF-PR-066,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,ICT;BURNIN;HIPOT,"pressure mark, 压伤, pad damage, fixture"
P3_RF,P3_RF-HD-067,ESD suspected damage,HANDLING,ESD,FUNC;BURNIN;ICT,"ESD, 静电, handling"
P3_RF,P3_RF-HD-068,ESD suspected damage,HANDLING,ESD,FCT;BST;ICT,"ESD, 静电, handling"
P3_RF,P3_RF-HD-069,ESD suspected damage,HANDLING,ESD,BST;FCT;RF_CAL,"ESD, 静电, handling"
P3_RF,P3_RF-HD-070,ESD suspected damage,HANDLING,ESD,BST;HIPOT;FLASH,"ESD, 静电, handling"
P3_RF,P3_RF-HD-071,ESD suspected damage,HANDLING,ESD,FCT;RF_CAL;FUNC,"ESD, 静电, handling"
P3_RF,P3_RF-HD-072,ESD suspected damage,HANDLING,ESD,HIPOT;FUNC;RF_CAL,"ESD, 静电, handling"
P3_RF,P3_RF-TS-073,Probe worn / pin contact degraded,TEST_SYSTEM,PROBE_WORN,ICT;BST,"probe worn, 探针磨损, pin"
P3_RF,P3_RF-TS-074,Probe worn / pin contact degraded,TEST_SYSTEM,PROBE_WORN,ICT;BST,"probe worn, 探针磨损, pin"
P3_RF,P3_RF-TS-075,Probe worn / pin contact degraded,TEST_SYSTEM,PROBE_WORN,ICT;BST,"probe worn, 探针磨损, pin"
P3_RF,P3_RF-TS-076,Probe worn / pin contact degraded,TEST_SYSTEM,PROBE_WORN,ICT;BST,"probe worn, 探针磨损, pin"
P3_RF,P3_RF-TS-077,Probe worn / pin contact degraded,TEST_SYSTEM,PROBE_WORN,ICT;BST,"probe worn, 探针磨损, pin"
P3_RF,P3_RF-TS-078,Probe worn / pin contact degraded,TEST_SYSTEM,PROBE_WORN,ICT;BST,"probe worn, 探针磨损, pin"
